text,intent
Compare the lease listings we per received for Midtown West. Looking to identify which has the most favorable terms sq ft.,Intent_Lease_Listings_Comparison
Me display the best lease terms among these available spaces.,Intent_Lease_Listings_Comparison
Please flag any missing or weak indemnification in the clauses lease.,Intent_Clause_Protect
Analyze the different sales packages building. for the commercial,Intent_Sales_Listings_Comparison
Show me the lease terms among these best available spaces.,Intent_Lease_Listings_Comparison
Require a these side-by-side comparison of investment opportunities.,Intent_Sales_Listings_Comparison
"Compare the lease listings we received for midtown west. looking to identify which has the most favorable terms per sq ft. in addition, examine if there are any red flags about this real estate company.",Intent_Lease_Listings_Comparison;Intent_Company_research
Could you do a background check on Wexford Corp before we proceed? I'm particularly interested in any public disputes or bankruptcies in the 5 past years.,Intent_Company_research
I to need see all modifications made from LOI to final execution.,Intent_Comparison_LOI_Lease
"Need side-by-side comparison a of these investment opportunities. Also, investigate the property management company's track record.",Intent_Sales_Listings_Comparison;Intent_Company_research
"have three broker sales We packages for the 42nd St building. Can you give me a side-by-side summary of pricing, cap rate, and avg. PSF?",Intent_Sales_Listings_Comparison
"Check if there are any red about this real estate company. Furthermore, review the lease for flags any problematic clauses - particularly around liability and insurance.",Intent_Company_research;Intent_Clause_Protect
"Compare the lease listings we received for Midtown West. Looking to identify which has the most favorable terms per sq ft. Plus, need due diligence on the tenant's corporate background and stability.",Intent_Lease_Listings_Comparison;Intent_Company_research
Display me the best lease terms among available these spaces.,Intent_Lease_Listings_Comparison
"Compare the lease listings we received for Midtown West. Looking to identify which has the most terms favorable per sq ft. Besides that, research the development firm before we proceed with negotiations.",Intent_Lease_Listings_Comparison;Intent_Company_research
"Can you create a schedule of important milestones for the real estate transaction? Also, i'm concerned about the penalty clauses in section 7 - please review.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
retail Which of these spaces offers the best lease terms?,Intent_Lease_Listings_Comparison
I'm concerned about penalty clauses in the section 7 - please review.,Intent_Clause_Protect
"Must have a side-by-side comparison of these investment opportunities. in addition, examine if there are any red flags about this real estate company.",Intent_Sales_Listings_Comparison;Intent_Company_research
me what changed between our LOI and the final lease Show agreement.,Intent_Comparison_LOI_Lease
Compare negotiated lease with the our original letter of intent.,Intent_Comparison_LOI_Lease
Research the landlord's company - any or litigation financial issues?,Intent_Company_research
"Compare the negotiated lease with our original letter of intent. plus, compare the amendment against the base lease to provide differences.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
"Compare the signed lease to the LOI we submitted last month. I want to know what terms got changed or added, especially TI around allowances.",Intent_Comparison_LOI_Lease
"What are the critical dates we must have to monitor for the office building acquisition? besides that, review the lease for any problematic clauses - particularly around liability and insurance.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
"Extract the key financial terms from this lease - rent, escalations, and fees. please Also, flag any missing or weak indemnification clauses in the lease.",Intent_Lease_Abstraction;Intent_Clause_Protect
highlight changes in Please the lease amendment focused on rent adjustments.,Intent_Amendment_Abstraction
"Analyze the warehouse lease options for the most favorable conditions. On top that, of research the development firm before we proceed with negotiations.",Intent_Lease_Listings_Comparison;Intent_Company_research
"team, Can you pull together a schedule of important Hi dates for the escrow process on the 125 King St deal? We're especially concerned with closing and due diligence periods. Thanks!",Intent_Transaction_Date_navigator
- Research the landlord's company any litigation or financial issues?,Intent_Company_research
Compare the lease listings we received for Midtown West. Looking to identify which the most favorable has terms per sq ft.,Intent_Lease_Listings_Comparison
if there are any red flags about this real estate company. Check,Intent_Company_research
Could you do a background verify on wexford corp before we proceed? i'm particularly interested in any public disputes bankruptcies or in the past 5 years.,Intent_Company_research
Review lease the for any problematic clauses - particularly around liability and insurance.,Intent_Clause_Protect
"Need due diligence on the tenant's corporate background and stability. Moreover, please flag any missing or weak indemnification clauses in the lease.",Intent_Company_research;Intent_Clause_Protect
Compare these commercial lease opportunities concessions. - rates and,Intent_Lease_Listings_Comparison
